,Unnamed: 0,Mã,Năm,P/E,P/B,EPS,BVPS,ROE (%),ROA (%),Nợ / Vốn chủ sở hữu (DE),Biên lợi nhuận gộp,Biên lợi nhuận ròng,Thanh khoản hiện hành,Thanh khoản nhanh
2637,2637,TBC,2024,14.79,1.93,2804.0,21497.0,13.04,11.71,0.11,0.61,0.5,1.66,1.62
2638,2638,TBC,2022,5.02,1.18,5101.0,21643.0,23.57,20.31,0.16,0.72,0.63,3.22,3.18
2639,2639,TBC,2023,17.84,1.67,1980.0,21092.0,9.39,8.18,0.15,0.6,0.46,2.46,2.43
2640,2640,TBC,2020,6.15,0.9,2850.0,19416.0,14.68,11.32,0.3,0.63,0.48,3.61,3.56
2641,2641,TBC,2021,8.94,1.24,2655.0,19140.0,13.87,10.71,0.29,0.62,0.5,2.12,2.09
2642,2642,TBX,2020,-16.34,1.69,-1365.0,13179.0,-10.36,-7.56,0.37,0.12,-0.11,2.67,0.62
2643,2643,TBX,2021,,,74.0,13176.0,0.56,0.45,0.25,0.22,0.0,3.73,0.89
2644,2644,TBX,2022,97.38,1.66,229.0,13453.0,1.7,1.34,0.27,0.22,0.02,3.54,1.46
2645,2645,TBX,2023,,,-17161.0,1331907.0,-1.29,-1.08,0.19,0.19,-0.02,3.7,1.74
2646,2646,TBX,2024,332.84,1.68,67.0,13297.0,0.5,0.42,0.2,0.22,0.0,3.96,2.58
2647,2647,TCB,2024,,,0.0,inf,14.55,2.2,5.62,,,,
2648,2648,TCB,2020,4.23,0.7,3515.0,21280.0,16.52,2.8,4.89,,,,
2649,2649,TCB,2021,4.6,0.89,5137.0,26476.0,19.4,3.17,5.11,,,,
2650,2650,TCB,2022,2.13,0.38,5725.0,32226.0,17.77,2.88,5.16,,,,
2651,2651,TCB,2023,2.94,0.4,5104.0,37313.0,13.68,2.12,5.45,,,,
2652,2652,TCD,2024,20.17,0.37,230.0,12511.0,1.84,0.77,1.4,0.2,0.09,1.37,1.23
2653,2653,TCD,2023,13.0,0.42,461.0,14357.0,3.21,1.32,1.42,0.18,0.12,1.45,1.33
2654,2654,TCD,2021,4.67,1.13,3915.0,16171.0,24.21,5.33,3.55,0.12,0.12,1.12,0.97
2655,2655,TCD,2020,1.78,0.33,2805.0,15082.0,18.6,1.97,8.43,0.13,0.06,1.02,0.85
2656,2656,TCD,2022,2.96,0.25,1417.0,17104.0,8.28,3.05,1.72,0.13,0.14,1.4,1.29
2657,2657,TCH,2024,8.9,0.66,1466.0,19868.0,7.38,6.38,0.16,0.4,0.33,7.05,2.44
2658,2658,TCH,2020,2.92,0.32,3865.0,35312.0,10.95,8.27,0.32,0.25,0.26,4.89,3.87
2659,2659,TCH,2021,,,0.0,inf,3.92,3.33,0.18,0.32,0.38,7.7,5.72
2660,2660,TCH,2022,,,0.0,inf,1.56,1.25,0.25,0.19,0.27,5.08,3.85
2661,2661,TCH,2023,12.78,0.64,890.0,17887.0,4.98,3.54,0.4,0.37,0.43,3.57,0.95
2662,2662,TCI,2022,,,693.0,11946.0,5.8,5.02,0.15,0.53,0.41,6.36,6.36
2663,2663,TCI,2023,,,577.0,13075.0,4.41,3.09,0.43,0.62,0.4,3.16,3.16
2664,2664,TCI,2020,,,0.0,inf,8.0,4.56,0.75,0.46,0.28,2.27,2.27
2665,2665,TCI,2021,,,3120.0,21572.0,14.46,11.0,0.31,0.77,0.67,3.99,3.99
2666,2666,TCI,2024,17.62,0.82,505.0,10825.0,4.67,2.63,0.77,0.67,0.26,2.17,2.17
2667,2667,TCL,2024,8.32,1.84,3951.0,17905.0,22.07,12.88,0.71,0.15,0.11,1.59,1.55
2668,2668,TCL,2023,9.01,2.02,3691.0,16475.0,22.4,14.27,0.57,0.16,0.11,1.64,1.6
2669,2669,TCL,2020,6.89,1.07,2684.0,17201.0,15.6,10.48,0.49,0.16,0.11,1.62,1.6
2670,2670,TCL,2021,9.68,1.9,3094.0,15789.0,19.6,12.79,0.53,0.17,0.12,1.57,1.54
2671,2671,TCL,2022,7.82,1.75,3418.0,15246.0,22.42,15.25,0.47,0.17,0.11,1.84,1.79
2672,2672,TCM,2020,7.46,1.25,3775.0,22475.0,16.8,9.25,0.82,0.18,0.1,1.42,0.62
2673,2673,TCM,2021,24.1,2.01,1700.0,20380.0,8.34,3.95,1.11,0.15,0.05,1.34,0.51
2674,2674,TCM,2022,13.21,1.87,2898.0,20529.0,14.12,8.03,0.76,0.16,0.08,1.65,0.69
2675,2675,TCM,2023,27.47,1.8,1211.0,18454.0,6.56,4.02,0.63,0.15,0.06,1.82,0.94
2676,2676,TCM,2024,16.87,2.05,2548.0,20968.0,12.15,7.09,0.71,0.16,0.09,1.77,1.11
2677,2677,TCO,2023,14.44,0.33,372.0,16387.0,2.27,0.62,2.69,0.21,0.29,1.05,0.98
2678,2678,TCO,2022,1.96,0.28,2306.0,16068.0,14.35,13.7,0.05,0.01,0.03,21.78,21.77
2679,2679,TCO,2024,12.55,0.77,1084.0,17723.0,6.12,1.06,4.8,0.02,0.01,1.05,0.98
2680,2680,TCO,2020,6.01,0.53,1037.0,11704.0,8.86,8.05,0.1,0.21,0.11,6.79,6.14
2681,2681,TCO,2021,5.09,0.78,2602.0,16990.0,15.31,12.57,0.22,0.12,0.22,5.66,5.44
2682,2682,TCR,2020,-5.44,0.35,-643.0,10114.0,-6.36,-3.18,1.0,0.17,-0.04,1.41,0.58
2683,2683,TCR,2021,31.45,0.75,248.0,10342.0,2.4,1.15,1.08,0.18,0.01,1.44,0.54
2684,2684,TCR,2022,102.73,0.4,33.0,8388.0,0.39,0.2,1.01,0.15,-0.01,1.45,0.55
2685,2685,TCR,2023,-19.45,0.34,-163.0,9401.0,-1.73,-0.8,1.17,0.13,-0.01,1.33,0.49
2686,2686,TCR,2024,-2.56,0.43,-1346.0,8028.0,-16.77,-6.19,1.71,0.07,-0.07,1.05,0.39
2687,2687,TCT,2020,528.3,1.16,52.0,23631.0,0.22,0.2,0.08,-0.19,0.02,11.41,11.3
2688,2688,TCT,2021,268.56,1.49,129.0,23216.0,0.56,0.53,0.04,-0.44,0.05,25.15,25.08
2689,2689,TCT,2022,13.74,1.27,2315.0,24967.0,9.27,8.63,0.07,0.42,0.58,13.78,13.55
2690,2690,TCT,2023,14.77,0.82,1435.0,25905.0,5.54,5.07,0.09,0.18,0.53,11.46,11.21
2691,2691,TCT,2024,18.19,0.62,901.0,26289.0,3.43,3.36,0.02,-0.04,0.53,49.54,48.09
2692,2692,TDC,2024,2.75,0.95,4177.0,12077.0,34.59,9.5,2.64,0.52,0.37,0.79,0.63
2693,2693,TDC,2023,-2.46,1.25,-4032.0,7912.0,-50.96,-11.16,3.57,0.34,-0.53,0.38,0.19
2694,2694,TDC,2022,42.08,1.04,240.0,9738.0,2.46,0.78,2.14,0.16,0.01,0.78,0.57
2695,2695,TDC,2021,26.65,2.51,1014.0,10747.0,9.43,2.3,3.09,0.36,0.18,0.8,0.22
2696,2696,TDC,2020,8.26,1.25,1689.0,11155.0,15.14,3.43,3.41,0.4,0.2,0.79,0.13
2697,2697,TDG,2020,61.94,0.18,34.0,11961.0,0.28,0.13,1.24,0.06,0.0,1.04,0.92
2698,2698,TDG,2021,9.38,0.69,937.0,12778.0,7.33,2.75,1.66,0.05,0.01,0.99,0.89
2699,2699,TDG,2022,4.17,0.21,671.0,13438.0,4.99,1.95,1.56,0.05,0.01,1.11,0.69
2700,2700,TDG,2023,19.07,0.25,163.0,12650.0,1.29,0.47,1.75,0.05,0.0,1.06,0.47
2701,2701,TDG,2024,12.72,0.29,283.0,12216.0,2.32,0.66,2.53,0.04,0.01,1.06,0.66
2702,2702,TDH,2023,-8.38,1.39,-554.0,3333.0,-16.62,-4.68,2.55,0.14,-0.51,0.92,0.63
2703,2703,TDH,2022,63.64,0.72,44.0,3911.0,1.12,0.35,2.23,0.51,0.25,0.96,0.64
2704,2704,TDH,2024,-1.12,3.7,-2557.0,773.0,-330.66,-41.0,7.06,0.43,-6.53,0.72,0.32
2705,2705,TDH,2020,-37.73,0.44,-269.0,22834.0,-1.18,-0.55,1.15,0.11,0.03,1.52,1.06
2706,2706,TDH,2021,-1.59,2.41,-8362.0,5510.0,-151.75,-51.14,1.97,-0.14,-0.36,1.02,0.63
2707,2707,TDM,2020,14.65,1.53,1602.0,15333.0,10.45,7.27,0.44,0.53,0.47,0.48,0.46
2708,2708,TDM,2021,10.28,1.83,3023.0,16988.0,17.79,13.66,0.3,0.5,0.83,0.71,0.59
2709,2709,TDM,2022,16.2,1.75,2028.0,18779.0,10.8,9.17,0.18,0.52,0.48,1.19,0.94
2710,2710,TDM,2023,14.74,2.05,2680.0,19256.0,13.92,10.89,0.28,0.45,0.57,0.98,0.98
2711,2711,TDM,2024,27.86,2.26,1741.0,21448.0,8.12,6.76,0.2,0.47,0.41,2.76,2.44
2712,2712,TDP,2020,17.49,2.02,1352.0,11732.0,11.52,3.97,1.9,0.17,0.07,1.19,0.36
2713,2713,TDP,2021,14.14,1.7,1442.0,11964.0,12.05,3.17,2.8,0.13,0.05,1.05,0.51
2714,2714,TDP,2022,20.37,2.35,1390.0,12066.0,11.52,2.82,3.08,0.11,0.04,1.05,0.61
2715,2715,TDP,2023,42.8,2.12,561.0,11342.0,4.95,1.15,3.29,0.09,0.02,1.02,0.51
2716,2716,TDP,2024,29.42,2.83,1115.0,11610.0,9.6,2.49,2.85,0.09,0.03,1.11,0.67
2717,2717,TDT,2023,12.72,0.62,543.0,11094.0,4.89,2.22,1.21,0.23,0.03,1.38,0.39
2718,2718,TDT,2022,8.34,0.6,837.0,11702.0,7.15,3.78,0.89,0.25,0.05,1.45,0.29
2719,2719,TDT,2024,11.11,0.58,613.0,11695.0,5.24,2.38,1.2,0.24,0.03,1.42,0.43
2720,2720,TDT,2020,7.87,0.73,1261.0,13639.0,9.25,3.98,1.32,0.28,0.06,1.21,0.25
2721,2721,TDT,2021,9.15,0.71,1275.0,16359.0,7.79,3.64,1.14,0.22,0.05,1.35,0.5
2722,2722,TDW,2020,5.52,1.16,4176.0,19818.0,21.07,7.85,1.68,0.34,0.04,1.0,0.93
2723,2723,TDW,2021,4.75,1.7,6098.0,17028.0,35.81,16.9,1.12,0.33,0.03,1.0,0.92
2724,2724,TDW,2022,6.03,1.22,5391.0,26694.0,20.2,10.29,0.96,0.33,0.05,1.22,0.91
2725,2725,TDW,2023,6.25,1.45,6342.0,27439.0,23.11,11.56,1.0,0.36,0.05,0.85,0.59
2726,2726,TDW,2024,,,0.0,inf,23.29,10.02,1.32,0.35,0.04,0.61,0.37
2727,2727,TEG,2023,10.5,0.73,937.0,13421.0,6.98,5.84,0.2,0.11,0.36,2.3,2.02
2728,2728,TEG,2022,11.85,0.51,627.0,14665.0,4.28,3.33,0.28,0.23,0.33,2.78,2.53
2729,2729,TEG,2024,106.82,0.58,66.0,12178.0,0.54,0.46,0.17,0.07,0.1,8.84,8.32
2730,2730,TEG,2020,19.41,0.33,233.0,13834.0,1.68,1.34,0.26,0.05,0.05,1.88,1.24
2731,2731,TEG,2021,11.88,0.6,1119.0,22200.0,5.04,3.78,0.33,0.13,0.13,2.32,2.07
2732,2732,TET,2020,17.52,1.48,1485.0,17567.0,8.45,7.95,0.06,0.56,0.45,10.38,10.38
2733,2733,TET,2021,14.25,1.53,1988.0,18499.0,10.75,10.23,0.05,0.69,0.6,13.79,13.79
2734,2734,TET,2022,16.4,1.47,1711.0,19116.0,8.95,8.52,0.05,0.63,0.55,14.41,14.41
2735,2735,TET,2023,14.72,1.4,1926.0,20271.0,9.5,9.1,0.04,0.47,0.53,16.72,16.48
2736,2736,TET,2024,34.93,1.49,862.0,20159.0,4.28,4.13,0.03,0.35,0.22,24.44,23.79
2737,2737,TFC,2020,4.45,0.4,1172.0,12997.0,9.02,3.49,1.59,0.13,0.04,1.31,1.05
2738,2738,TFC,2021,-5.12,0.81,-1673.0,10595.0,-15.79,-4.71,2.35,0.06,-0.04,1.11,0.76
2739,2739,TFC,2022,3.53,0.5,1698.0,11970.0,14.18,4.08,2.48,0.13,0.04,1.08,0.82
2740,2740,TFC,2023,2.28,0.48,3076.0,14608.0,21.06,7.66,1.75,0.17,0.07,1.16,0.87
2741,2741,TFC,2024,5.08,2.05,9031.0,22417.0,40.29,16.18,1.49,0.29,0.2,1.32,1.04
2742,2742,THB,2023,40.61,1.38,256.0,7543.0,3.39,1.59,1.13,0.08,-0.03,1.58,1.2
2743,2743,THB,2022,14.78,0.96,762.0,11732.0,6.5,3.19,1.04,0.1,-0.03,1.63,1.25
2744,2744,THB,2024,49.57,1.28,226.0,8750.0,2.58,1.38,0.88,0.07,-0.04,1.83,1.28
2745,2745,THB,2020,40.38,0.84,197.0,9425.0,2.09,1.02,1.05,0.14,0.0,1.44,1.09
2746,2746,THB,2021,33.17,1.24,400.0,10660.0,3.75,1.82,1.06,0.13,0.01,1.63,1.33
2747,2747,THD,2020,6.18,2.4,16905.0,43507.0,38.86,8.72,3.46,0.09,0.08,0.57,0.55
2748,2748,THD,2021,207.6,14.86,1213.0,16949.0,7.16,3.85,0.86,0.06,0.0,0.67,0.64
2749,2749,THD,2022,50.87,2.09,697.0,16970.0,4.11,2.95,0.39,0.07,0.1,1.14,1.12
2750,2750,THD,2023,77.07,2.2,458.0,16015.0,2.86,2.61,0.09,0.02,0.03,5.66,5.39
2751,2751,THD,2024,163.59,3.17,217.0,11198.0,1.94,1.87,0.03,0.02,0.11,12.36,12.36
2752,2752,THG,2020,2.11,0.72,11347.0,33401.0,33.97,11.56,1.94,0.25,0.11,1.12,0.61
2753,2753,THG,2021,5.08,1.22,7922.0,32828.0,24.13,8.23,1.93,0.24,0.12,1.21,0.67
2754,2754,THG,2022,3.73,0.83,6692.0,30215.0,22.15,7.69,1.88,0.23,0.11,1.38,0.68
2755,2755,THG,2023,5.47,0.93,4777.0,28191.0,16.95,6.3,1.69,0.23,0.09,1.33,0.59
2756,2756,THG,2024,7.84,1.46,5092.0,27394.0,18.59,6.46,1.88,0.24,0.09,1.31,0.59
2757,2757,THS,2024,17.6,0.55,460.0,14604.0,3.15,1.04,2.03,0.06,0.0,1.14,0.6
2758,2758,THS,2023,10.04,0.59,874.0,14953.0,5.85,3.12,0.88,0.08,0.01,1.46,0.54
2759,2759,THS,2021,10.67,1.02,1346.0,14125.0,9.53,5.1,0.87,0.07,0.01,1.45,0.49
2760,2760,THS,2020,4.36,0.36,1130.0,13700.0,8.25,4.14,0.99,0.07,0.01,1.32,0.43
2761,2761,THS,2022,13.87,1.18,1200.0,14100.0,8.51,4.82,0.77,0.08,0.02,1.53,0.51
2762,2762,THT,2020,4.09,0.42,1483.0,14548.0,10.19,2.05,3.98,0.06,0.02,1.19,0.69
2763,2763,THT,2021,6.68,0.77,1675.0,14485.0,11.56,2.42,3.78,0.05,0.01,0.8,0.32
2764,2764,THT,2022,2.63,0.51,2791.0,14383.0,19.4,4.36,3.45,0.04,0.02,0.82,0.45
2765,2765,THT,2023,4.06,0.72,2904.0,16412.0,17.69,4.43,3.0,0.05,0.02,0.73,0.31
2766,2766,THT,2024,5.51,0.73,2154.0,16242.0,13.26,3.08,3.31,0.04,0.01,0.84,0.42
2767,2767,TIG,2024,18.34,1.43,725.0,9273.0,7.82,3.46,1.26,0.17,0.15,1.54,1.25
2768,2768,TIG,2020,5.79,0.32,878.0,15725.0,5.58,3.92,0.42,0.15,0.23,1.7,1.25
2769,2769,TIG,2021,10.85,1.05,1899.0,19576.0,9.7,5.54,0.75,0.18,0.29,2.23,1.79
2770,2770,TIG,2022,4.69,0.43,1491.0,16408.0,9.09,5.26,0.73,0.14,0.29,1.58,1.06
2771,2771,TIG,2023,10.01,0.86,1249.0,14523.0,8.6,5.36,0.6,0.12,0.23,2.6,1.97
2772,2772,TIP,2024,7.02,0.71,2808.0,27879.0,10.07,8.57,0.17,0.58,1.45,4.69,3.72
2773,2773,TIP,2023,7.7,0.77,2676.0,26814.0,9.98,8.79,0.14,0.55,1.39,27.8,25.03
2774,2774,TIP,2022,6.14,0.37,2308.0,38352.0,6.02,5.13,0.17,0.56,0.52,14.89,13.44
2775,2775,TIP,2021,10.73,1.4,3470.0,26681.0,13.01,9.4,0.38,0.68,0.52,9.06,6.03
2776,2776,TIP,2020,6.96,1.54,5196.0,23516.0,22.1,13.22,0.67,0.7,0.67,2.23,1.43
2777,2777,TIX,2020,8.04,0.97,2628.0,21825.0,12.04,8.18,0.47,0.75,0.61,3.69,3.66
2778,2778,TIX,2021,7.4,1.12,3610.0,23804.0,15.17,10.47,0.45,0.7,0.57,5.42,5.26
2779,2779,TIX,2022,9.65,1.2,2886.0,23132.0,12.48,8.77,0.42,0.76,0.56,3.89,3.87
2780,2780,TIX,2023,9.33,1.22,3151.0,24160.0,13.04,9.06,0.44,0.77,0.58,4.69,4.65
2781,2781,TIX,2024,11.86,1.52,3056.0,23843.0,12.82,9.02,0.42,0.71,0.56,5.76,5.76
2782,2782,TJC,2023,3.36,0.74,4375.0,19823.0,22.07,20.26,0.09,-0.05,-0.09,9.59,9.59
2783,2783,TJC,2022,3.56,1.15,5395.0,16667.0,32.37,28.36,0.14,0.14,0.09,6.59,6.3
2784,2784,TJC,2024,72.11,0.88,251.0,20475.0,1.23,1.21,0.01,0.2,0.9,79.58,79.54
2785,2785,TJC,2020,42.15,0.96,237.0,10459.0,2.27,2.02,0.12,0.06,0.01,4.13,3.73
2786,2786,TJC,2021,6.31,0.96,1885.0,12328.0,15.29,12.58,0.22,0.17,0.11,3.42,3.21
2787,2787,TKU,2020,3.26,0.41,2051.0,16160.0,12.69,6.73,0.89,0.17,0.1,1.51,0.7
2788,2788,TKU,2021,7.01,1.24,2987.0,16919.0,17.65,7.69,1.3,0.19,0.13,1.37,0.64
2789,2789,TKU,2022,5.73,0.67,1729.0,14746.0,11.73,5.84,1.01,0.14,0.07,1.41,0.39
2790,2790,TKU,2023,-13.32,0.99,-780.0,10513.0,-7.42,-4.58,0.62,0.05,-0.04,1.61,0.21
2791,2791,TKU,2024,11.57,1.26,1280.0,11780.0,10.87,5.84,0.86,0.16,0.09,1.57,0.95
2792,2792,TLD,2020,7.22,0.32,734.0,16552.0,4.43,3.12,0.42,0.09,0.05,2.05,1.26
2793,2793,TLD,2021,30.33,1.21,409.0,10252.0,3.99,2.91,0.37,0.08,0.05,2.4,1.65
2794,2794,TLD,2022,11.98,0.21,236.0,13643.0,1.73,1.32,0.31,0.07,0.03,3.63,2.42
2795,2795,TLD,2023,85.61,0.53,66.0,10569.0,0.62,0.49,0.27,0.07,0.02,4.07,1.31
2796,2796,TLD,2024,24.3,0.56,244.0,10592.0,2.3,1.79,0.28,0.08,0.04,3.91,1.3
2797,2797,TLG,2024,13.29,2.61,4806.0,24435.0,19.67,13.74,0.43,0.45,0.15,2.71,1.91
2798,2798,TLG,2023,10.47,1.8,4147.0,24193.0,17.14,12.78,0.34,0.44,0.13,3.15,1.88
2799,2799,TLG,2021,10.87,1.65,3201.0,21119.0,15.16,11.31,0.34,0.42,0.13,3.23,2.03
2800,2800,TLG,2020,10.06,1.38,2775.0,20227.0,13.72,10.36,0.32,0.38,0.11,3.41,2.35
2801,2801,TLG,2022,9.05,1.86,4643.0,22648.0,20.5,13.99,0.47,0.43,0.14,2.57,1.47
2802,2802,TLH,2020,8.2,0.42,754.0,14713.0,5.12,2.73,0.87,0.06,0.02,1.71,0.45
2803,2803,TLH,2021,3.97,0.91,4381.0,19013.0,23.04,10.54,1.19,0.15,0.12,1.6,0.36
2804,2804,TLH,2022,103.16,0.29,53.0,18634.0,0.28,0.13,1.2,0.05,0.01,1.61,0.29
2805,2805,TLH,2023,236.57,0.5,35.0,16465.0,0.21,0.1,1.22,0.03,-0.0,1.58,0.51
2806,2806,TLH,2024,-0.88,0.41,-5217.0,11202.0,-46.57,-14.9,2.13,-0.05,-0.09,1.31,0.34
2807,2807,TMB,2024,7.69,1.4,9583.0,52716.0,18.18,3.62,4.03,0.04,0.0,1.22,0.32
2808,2808,TMB,2022,1.51,0.65,12981.0,30035.0,43.22,8.58,4.04,0.04,0.01,1.2,0.1
2809,2809,TMB,2023,1.76,0.84,22108.0,46384.0,47.66,8.41,4.67,0.04,0.01,1.19,0.34
2810,2810,TMB,2020,3.76,0.75,3359.0,16746.0,20.06,1.96,9.23,0.07,0.0,1.07,0.14
2811,2811,TMB,2021,3.43,0.78,4403.0,19370.0,22.73,6.49,2.5,0.06,0.01,1.26,0.22
2812,2812,TMC,2020,26.67,1.05,424.0,10788.0,3.93,2.41,0.63,0.06,0.01,1.26,0.42
2813,2813,TMC,2021,12.3,0.86,833.0,11932.0,6.98,4.15,0.68,0.08,0.01,1.39,0.63
2814,2814,TMC,2022,30.35,0.72,360.0,15099.0,2.38,1.14,1.09,0.04,0.0,1.2,0.75
2815,2815,TMC,2023,8.26,0.51,959.0,15670.0,6.12,3.47,0.77,0.05,0.0,1.3,0.8
2816,2816,TMC,2024,10.13,0.52,808.0,15630.0,5.17,2.97,0.74,0.06,0.0,1.34,0.98
2817,2817,TMP,2023,9.49,2.72,6500.0,22671.0,28.67,21.21,0.35,0.63,0.65,4.5,4.49
2818,2818,TMP,2020,11.06,1.26,2550.0,22323.0,11.42,8.81,0.3,0.52,0.51,7.03,7.01
2819,2819,TMP,2021,8.02,2.02,5046.0,20027.0,25.2,17.75,0.42,0.62,0.58,4.84,4.83
2820,2820,TMP,2022,4.83,1.64,8191.0,24114.0,33.97,24.99,0.36,0.69,0.66,4.95,4.94
2821,2821,TMP,2024,,,0.0,inf,22.75,17.3,0.31,0.58,0.56,4.61,4.6
2822,2822,TMS,2023,47.0,1.35,865.0,30117.0,2.87,1.82,0.58,0.17,0.09,1.92,1.9
2823,2823,TMS,2022,6.76,1.08,5427.0,34066.0,15.93,11.86,0.34,0.15,0.21,2.03,2.01
2824,2824,TMS,2024,36.17,1.33,1134.0,30782.0,3.68,2.26,0.63,0.17,0.08,1.63,1.62
2825,2825,TMS,2020,4.22,0.56,4469.0,33470.0,13.35,7.99,0.67,0.09,0.1,1.29,1.29
2826,2826,TMS,2021,7.7,1.26,5888.0,36011.0,16.35,9.95,0.64,0.09,0.11,1.48,1.47
2827,2827,TMT,2020,100.68,0.44,49.0,11302.0,0.43,0.11,3.09,0.09,0.0,1.08,0.2
2828,2828,TMT,2021,15.96,1.44,1111.0,12321.0,9.02,1.33,5.8,0.09,0.02,1.05,0.28
2829,2829,TMT,2022,7.16,0.79,1310.0,11815.0,11.09,1.38,7.05,0.09,0.02,1.02,0.19
2830,2830,TMT,2023,203.9,1.33,77.0,11803.0,0.65,0.13,3.96,0.06,-0.01,1.06,0.16
2831,2831,TMT,2024,-1.15,2.96,-8554.0,3325.0,-257.27,-21.52,10.95,-0.03,-0.14,1.01,0.56
2832,2832,TMX,2023,19.11,0.73,587.0,15442.0,3.8,2.52,0.51,0.04,0.01,3.02,2.96
2833,2833,TMX,2022,7.34,0.44,957.0,15947.0,6.0,4.06,0.48,0.04,0.01,3.19,3.14
2834,2834,TMX,2024,44.99,0.64,214.0,14944.0,1.43,0.94,0.53,0.05,0.0,2.99,2.92
2835,2835,TMX,2020,9.57,0.83,1442.0,16585.0,8.69,5.7,0.53,0.05,0.02,2.99,2.89
2836,2836,TMX,2021,20.7,0.68,514.0,15766.0,3.26,2.29,0.42,0.04,0.01,3.52,3.46
2837,2837,TN1,2020,3.07,0.56,6698.0,36924.0,18.14,6.63,1.74,0.31,0.24,1.3,1.28
2838,2838,TN1,2021,5.39,0.68,3959.0,31416.0,12.6,6.69,0.88,0.32,0.2,1.8,1.69
2839,2839,TN1,2022,9.54,0.57,1223.0,20629.0,5.93,3.12,0.9,0.28,0.11,4.76,4.31
2840,2840,TN1,2023,11.28,0.62,1026.0,18542.0,5.53,3.02,0.83,0.26,0.08,5.09,4.62
2841,2841,TN1,2024,11.58,0.66,816.0,14397.0,5.67,2.42,1.34,0.25,0.07,2.57,2.56
2842,2842,TNC,2020,10.83,1.72,2425.0,15226.0,15.93,14.3,0.11,0.09,0.87,9.34,8.22
2843,2843,TNC,2021,19.45,2.26,1614.0,13919.0,11.6,10.18,0.14,0.19,0.6,5.89,4.85
2844,2844,TNC,2022,27.93,4.21,2198.0,14589.0,15.07,12.82,0.18,0.23,0.44,4.73,3.72
2845,2845,TNC,2023,42.65,4.21,1392.0,14096.0,9.88,8.95,0.1,0.17,0.25,5.92,4.68
2846,2846,TNC,2024,14.55,1.75,2132.0,17709.0,12.04,10.98,0.1,0.27,0.25,6.5,4.94
2847,2847,TNG,2023,8.81,1.03,1917.0,16339.0,11.73,4.16,1.82,0.14,0.04,0.89,0.48
2848,2848,TNG,2022,3.44,0.61,2881.0,16232.0,17.75,5.54,2.21,0.15,0.06,0.89,0.45
2849,2849,TNG,2024,9.39,1.57,2575.0,15441.0,16.68,5.43,2.07,0.15,0.05,0.95,0.57
2850,2850,TNG,2020,4.13,0.55,2254.0,16846.0,13.38,4.32,2.1,0.15,0.04,0.93,0.37
2851,2851,TNG,2021,7.39,1.17,2913.0,18337.0,15.89,5.32,1.99,0.13,0.05,0.83,0.35
2852,2852,TNH,2020,,,2626.0,15363.0,17.09,9.42,0.82,0.46,0.33,1.32,1.23
2853,2853,TNH,2021,6.91,1.26,2751.0,15039.0,18.29,11.1,0.65,0.51,0.36,0.75,0.7
2854,2854,TNH,2022,5.62,0.86,2710.0,17751.0,15.27,10.08,0.51,0.45,0.31,0.68,0.63
2855,2855,TNH,2023,9.19,0.74,1431.0,17706.0,8.08,6.54,0.24,0.41,0.29,2.77,2.7
2856,2856,TNH,2024,42.55,1.13,375.0,14112.0,2.66,1.93,0.37,0.28,0.13,2.5,2.41
2857,2857,TNI,2020,1685.0,0.32,2.0,10438.0,0.02,0.01,0.84,0.03,0.0,2.33,1.75
2858,2858,TNI,2021,-7.43,0.93,-1244.0,9957.0,-12.49,-6.07,1.06,0.02,0.0,1.89,1.34
2859,2859,TNI,2022,60.0,0.32,53.0,10044.0,0.53,0.3,0.76,0.08,0.02,1.82,1.16
2860,2860,TNI,2023,534.0,0.26,5.0,10256.0,0.05,0.03,0.7,0.07,-0.01,1.73,0.92
2861,2861,TNI,2024,,,0.0,inf,-5.51,-2.98,0.85,0.03,-0.02,1.55,1.02
2862,2862,TNT,2024,,,0.0,inf,0.06,0.05,0.06,0.01,0.0,10.75,10.06
2863,2863,TNT,2023,15.4,0.35,300.0,13300.0,2.26,0.95,1.37,0.03,0.04,6.88,6.54
2864,2864,TNT,2022,22.81,0.28,135.0,10899.0,1.24,1.15,0.08,0.08,0.01,12.87,12.2
2865,2865,TNT,2020,-17.04,0.17,-108.0,10860.0,-0.99,-0.76,0.32,0.05,-0.2,2.77,2.47
2866,2866,TNT,2021,17.1,0.92,1111.0,20648.0,5.38,5.07,0.06,0.08,0.06,16.74,14.68
2867,2867,TOT,2020,,,1348.0,9882.0,13.64,10.96,0.25,0.17,0.07,2.09,2.06
2868,2868,TOT,2021,,,722.0,9631.0,7.5,6.33,0.18,0.15,0.03,3.18,3.15
2869,2869,TOT,2022,4.02,0.74,2109.0,11455.0,18.41,8.53,1.16,0.22,0.1,1.08,1.07
2870,2870,TOT,2023,4.37,1.07,3261.0,13320.0,24.48,12.07,1.03,0.22,0.11,0.95,0.94
2871,2871,TOT,2024,,,0.0,inf,17.08,10.1,0.69,0.2,0.09,1.84,1.83
2872,2872,TPB,2020,2.83,0.59,3503.0,16710.0,20.96,1.7,11.32,,,,
2873,2873,TPB,2021,6.35,1.18,3234.0,17403.0,18.58,1.65,10.27,,,,
2874,2874,TPB,2022,2.66,0.52,3958.0,20381.0,19.42,1.91,9.19,,,,
2875,2875,TPB,2023,6.63,0.9,2027.0,14870.0,13.63,1.25,9.89,,,,
